,x,w,vega_mid
384,0.1534994923461684,0.004019865701238912,0.321107625961304
385,0.1543290237085436,0.0040305530679561954,0.313382685184479
386,0.1551578675189445,0.004068368083020619,0.312516689300537
387,0.1559860249161733,0.004078150878695136,0.304987907409668
388,0.1568134970362056,0.004087094910160883,0.29707407951355
389,0.1576402850121998,0.004095158646303366,0.290818512439728
390,0.1584663899745053,0.004132746368337692,0.289337158203125
391,0.1592918130506727,0.0041397577192046,0.281728893518448
392,0.1601165553654631,0.0041773341730931505,0.280492097139359
393,0.1609406180408566,0.004183229034277653,0.273298621177673
394,0.1617640021960618,0.004188085341174031,0.265958607196808
395,0.1625867089475253,0.004225496078900905,0.264691948890686
396,0.1634087394089401,0.004263021683743087,0.264013081789017
397,0.1642300946912553,0.004231545303911801,0.249987974762917
398,0.1650507759026845,0.0042687557767842575,0.249146491289139
399,0.1658707841487152,0.00430607856757108,0.24831548333168
400,0.1666901205321176,0.004343513226106782,0.247289523482323
401,0.1675087861529537,0.0043064805992080075,0.233510404825211
402,0.1683267821085853,0.004343562597396988,0.232657134532928
403,0.1691441094936844,0.004380753874287989,0.231727257370949
404,0.1699607694002404,0.004418054087990362,0.23117907345295
405,0.1707767629175696,0.004415603603320328,0.223881557583809
406,0.1715920911323245,0.00441161571705335,0.215670481324196
407,0.1724067551285007,0.004448627775474389,0.214971899986267
408,0.1732207559874478,0.00448574581111223,0.214324429631233
409,0.1740340947878762,0.004479684732047172,0.206956133246422
410,0.1748467726058664,0.0045166922154811886,0.206278756260872
411,0.1756587905148781,0.0045538036858407014,0.205610021948814
412,0.1764701495857573,0.004545499862100202,0.198098704218864
413,0.177280850886746,0.004582485211716215,0.197301208972931
414,0.1780908954834906,0.004619572728949188,0.196737319231033
415,0.1789002844390491,0.004608836158573726,0.189263492822647
416,0.1797090188139009,0.0046457811346098405,0.188845217227936
417,0.1805170996659544,0.00468282642112374,0.187837615609169
418,0.1813245280505553,0.004719971631493505,0.187354773283005
419,0.1821313050204955,0.004757216381067053,0.18688377737999
420,0.1829374316260202,0.004743311916260882,0.179422810673714
421,0.183742908914837,0.004727038180752544,0.171967461705208
422,0.1845477379321241,0.004763843262080864,0.171391025185585
423,0.1853519197205378,0.004800744973947244,0.170711010694504
424,0.1861554553202209,0.004781302742518511,0.163176625967026
425,0.1869583457688114,0.004874836819251902,0.170021936297417
426,0.1885621953507859,0.004949310794939482,0.168645799160004
427,0.1901634767177597,0.004905119346924792,0.153757408261299
428,0.1917621980814569,0.0049787375098292366,0.152935162186623
429,0.193358367614279,0.005052723411755518,0.151863172650337
430,0.1941554979872973,0.00508985340412377,0.151260316371918
431,0.1949519934495569,0.005127074301714872,0.150898084044456
432,0.1965430836817989,0.005065691480689875,0.13588348031044
433,0.1981316463669367,0.005138984749582768,0.135013312101364
434,0.1997176895225714,0.005212628757528972,0.13452073931694
